feo_cohort,segment,enrol_status,click_cohort,imp_source,unified_Lender,enrols,impression_count,click_count,payout,conversion_count
2026-03-23,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,13286,2,0,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,13286,94,11,14.58,10
2026-03-23,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,13286,563,60,138.135495,20
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,others,13286,1098,312,411.7867200000001,78
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,13286,127,75,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,13286,757,272,290.5942500000001,244
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,13286,3,1,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,13286,21,12,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,13286,341,46,13.5,1
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,13286,330,124,144.31500000000005,109
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,13286,46,9,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,13286,616,163,176.36807999999996,29
2026-03-23,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,13286,12,7,4.92075,6
2026-03-23,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,13286,22,7,7.488,3
2026-03-23,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,13286,4,1,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,13286,0,0,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,,Instacash,13286,0,0,15.0,1
2026-03-23,NS2 & all CS,Enrolled,1. W1,,OppLoans,13286,0,0,,0
2026-03-23,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,13286,0,0,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,,5KFunds,13286,0,0,,0
2026-03-23,NS2 & all CS,Enrolled,1. W1,,others,13286,0,0,14.85,1
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,others,7308,2486,365,1044.39633,76
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,7308,31,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,7308,94,28,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,Debt Advisor,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Not Enrolled,1. W1,,others,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Not Enrolled,1. W1,,OppLoans,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,Instacash,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Not Enrolled,1. W1,,5KFunds,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,NetCredit,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,7308,1,1,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,7308,15,11,9.2475,10
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,7308,1,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,7308,22,8,13.5,1
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,7308,2,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,7308,326,47,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,7308,166,64,79.14374999999997,60
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,7308,381,66,153.32549999999998,16
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,7308,2,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,7308,59,11,181.8432,1
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,7308,29,11,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,7308,424,151,173.09175000000005,138
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,7308,6,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,others,7308,628,157,348.32341499999995,47
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,7308,114,45,495.0,3
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,7308,70,8,6.999750000000001,6
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,7308,1,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,7308,558,42,57.945164999999996,5
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,7308,1631,298,248.24475,215
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,7308,512,167,330.0,2
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,7308,1,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,5KFunds,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,OppLoans,7308,0,0,,0
2026-03-23,NS1/3 & all CS,Enrolled,1. W1,,others,7308,0,0,343.554,3
2026-03-23,NS1/3 & all CS,Not Enrolled,1. W1,,NetCredit,7308,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,12014,1021,118,159.70191,16
2026-03-16,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,12014,0,0,93.75,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,,OppLoans,12014,0,0,,0
2026-03-16,NS2 & all CS,Not Enrolled,1. W1,,5KFunds,12014,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,,Instacash,12014,0,0,15.0,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,,NetCredit,12014,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,,Debt Advisor,12014,0,0,,0
2026-03-16,NS2 & all CS,Not Enrolled,1. W1,,NetCredit,12014,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,,others,12014,0,0,181.8432,1
2026-03-16,NS2 & all CS,Not Enrolled,1. W1,,others,12014,0,0,779.0307,5
2026-03-16,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,12014,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,12014,2,1,6.8175,1
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,12014,5,2,4.185,1
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,12014,2,2,1.43775,2
2026-03-16,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,12014,8,5,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,12014,46,14,8.7075,3
2026-03-16,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,NetCredit,12014,1,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,12014,31,14,16.47675,14
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,12014,14,2,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,12014,87,19,51.966,9
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,12014,109,14,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,12014,40,11,12.0015,10
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,12014,539,176,167.36624999999998,147
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,12014,84,24,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,12014,654,127,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,12014,957,252,297.63224999999994,35
2026-03-16,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,12014,2,0,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,12014,105,35,50.87475000000002,33
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,12014,153,39,69.804,14
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,12014,29,9,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,12014,4,2,181.8432,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,others,12014,1773,536,836.1892050000004,129
2026-03-16,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,12014,1230,415,446.78400000000005,369
2026-03-16,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,12014,46,22,181.8432,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,12014,247,142,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,12014,8,1,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,12014,23,0,165.0,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,12014,1,1,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,12014,1,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,,5KFunds,12014,0,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,12014,1,0,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,12014,41,1,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,12014,5001,1043,919.2622499999998,800
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,12014,1155,578,165.0,1
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,others,12014,7220,1648,1835.1101100000005,275
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,12014,156,62,363.6864,2
2026-03-16,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,12014,2,2,3.48975,2
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,12014,4,0,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,12014,96,10,6.702749999999999,8
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,12014,7,0,,0
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,12014,158,31,44.865,4
2026-03-16,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,12014,25,11,,0
2026-03-16,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,12014,130,14,14.3775,11
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,6692,112,29,36.8505,9
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,6692,20,7,,0
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,6692,75,30,28.302750000000003,25
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,6692,6,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,6692,105,23,181.8432,1
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,6692,674,150,231.1366649999999,34
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,6692,502,79,573.75,4
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,6692,16,3,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,6692,908,79,94.92150000000001,14
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,6692,3,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,6692,6,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,6692,129,13,13.95225,10
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,6692,2,1,148.824636,1
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,6692,95,10,13.558499999999999,4
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,6692,57,7,4.7385,4
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,6692,4,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,6692,11,2,165.0,1
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,others,6692,3852,594,1750.0840319999993,115
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,6692,2529,427,351.55349999999993,309
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,6692,35,3,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,6692,3,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,6692,141,32,181.8432,1
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,6692,798,251,1006.8432,6
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,6692,0,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,NetCredit,6692,0,0,,0
2026-03-16,NS1/3 & all CS,Not Enrolled,1. W1,,5KFunds,6692,0,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,others,6692,0,0,324.045,4
2026-03-16,NS1/3 & all CS,Not Enrolled,1. W1,,others,6692,0,0,752.2944,5
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,5KFunds,6692,0,0,,0
2026-03-16,NS1/3 & all CS,Not Enrolled,1. W1,,NetCredit,6692,0,0,181.8432,1
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,OppLoans,6692,0,0,167.25,1
2026-03-16,NS1/3 & all CS,Not Enrolled,1. W1,,OppLoans,6692,0,0,90.585,1
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,Instacash,6692,0,0,30.0,2
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,,Debt Advisor,6692,0,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,6692,34,12,28.5,2
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,6692,4,3,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,Debt Advisor,6692,1,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,6692,25,10,19.1715,9
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,6692,17,4,181.8432,1
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,6692,31,8,6.98625,8
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,6692,98,5,,0
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,6692,101,13,74.09700000000001,2
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,6692,284,90,99.57599999999998,80
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,5KFunds,6692,3,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,6692,186,71,855.0,7
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,others,6692,1049,267,1096.7385000000002,81
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,6692,42,10,363.6864,2
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,6692,711,232,227.15100000000004,204
2026-03-16,NS1/3 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,6692,10,0,,0
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,6692,4,3,,0
2026-03-16,NS1/3 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Debt Advisor,6692,1,0,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,others,10687,225,56,42.587999999999994,13
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,Instacash,10687,2,1,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Debt Advisor,10687,1,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,Instacash,10687,54,3,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Instacash,10687,3,1,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,others,10687,307,55,73.255575,15
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,5KFunds,10687,191,34,25.164,27
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,Debt Advisor,10687,6,0,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,OppLoans,10687,47,19,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,7. LOAN_AGENT,others,10687,3,1,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,Lending For Bad Credit,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,Debt Advisor,10687,0,0,,0
2026-03-09,NS2 & all CS,Not Enrolled,1. W1,,others,10687,0,0,187.275,2
2026-03-09,NS2 & all CS,Enrolled,1. W1,,Instacash,10687,0,0,,0
2026-03-09,NS2 & all CS,Not Enrolled,1. W1,,5KFunds,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,NetCredit,10687,0,0,,0
2026-03-09,NS2 & all CS,Not Enrolled,1. W1,,NetCredit,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,OppLoans,10687,0,0,165.0,1
2026-03-09,NS2 & all CS,Not Enrolled,1. W1,,OppLoans,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,others,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,,5KFunds,10687,0,0,,0
2026-03-09,NS2 & all CS,Not Enrolled,1. W1,,Instacash,10687,0,0,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Instacash,10687,58,4,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Lending For Bad Credit,10687,9,1,0.43875,1
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,5KFunds,10687,4545,939,786.0442499999997,685
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,others,10687,6680,1528,2067.889529999999,266
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,Debt Advisor,10687,41,1,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,NetCredit,10687,146,65,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,1. FUNNEL,OppLoans,10687,1007,513,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,1. FUNNEL,NetCredit,10687,7,3,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,5KFunds,10687,23,13,10.671750000000001,8
2026-03-09,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,others,10687,33,14,14.445,2
2026-03-09,NS2 & all CS,Enrolled,1. W1,6. AI_ASSISTANT,OppLoans,10687,6,4,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,OppLoans,10687,2,2,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,others,10687,8,3,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,6. AI_ASSISTANT,5KFunds,10687,4,3,2.673,2
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,OppLoans,10687,47,28,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,others,10687,406,105,128.86516499999996,22
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,NetCredit,10687,7,5,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Debt Advisor,10687,2,0,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,Instacash,10687,3,1,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Instacash,10687,9,3,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,4. DASHBOARD,5KFunds,10687,276,82,87.18974999999998,73
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,OppLoans,10687,259,151,330.0,2
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,NetCredit,10687,50,28,181.8432,1
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Instacash,10687,20,3,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Debt Advisor,10687,4,1,4.6875,1
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,others,10687,1681,488,804.2074950000001,117
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,Lending For Bad Credit,10687,4,2,3.3345000000000002,2
2026-03-09,NS2 & all CS,Enrolled,1. W1,4. DASHBOARD,5KFunds,10687,1168,399,413.3377499999998,345
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Instacash,10687,1,1,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,Debt Advisor,10687,1,0,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,others,10687,56,9,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,2. FUNNEL_TWO,5KFunds,10687,4,1,1.64025,1
2026-03-09,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,others,10687,904,105,163.770495,21
2026-03-09,NS2 & all CS,Enrolled,1. W1,2. FUNNEL_TWO,5KFunds,10687,120,8,7.39125,6
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,5KFunds,10687,517,172,163.98449999999997,140
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,NetCredit,10687,80,16,,0
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,others,10687,918,257,294.13847999999996,45
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,OppLoans,10687,557,111,165.0,1
2026-03-09,NS2 & all CS,Enrolled,1. W1,5. DISCOVER_TAB_V2,Debt Advisor,10687,1,0,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,NetCredit,10687,32,4,,0
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,5KFunds,10687,120,41,54.182250000000025,37
2026-03-09,NS2 & all CS,Enrolled,2. W2-W4,5. DISCOVER_TAB_V2,OppLoans,10687,180,28,,0
2026-03-09,NS1/3 & all CS,Enrolled,1. W1,,Lending For Bad Credit,6048,0,0,,0
2026-03-09,NS1/3 & all CS,Enrolled,1. W1,,others,6048,0,0,377.5932,2
